Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Jul 12, 2007",Chris Baird,25,Defensive Midfield,Northern Ireland,"
Southampton ", Championship ,"
Fulham ",,750 K €,"4,50 mil. €"
"Jul 12, 2007",Vedad Ibisevic,22,Centre-Forward,Bosnia-Herzegovina,"
Alem. Aachen ", 2. Bundesliga ,"
TSG Hoffenheim ",,"1,00 mil. €","1,00 mil. €"
"Jul 12, 2007",Mario Mühlbauer,30,Right Midfield,Austria,"
LASK ", Bundesliga ,"
Waidhofen ",,200 K €,Free transfer
"Jul 12, 2007",Sascha Laschet,29,Centre-Back,Austria,"
LASK ", Bundesliga ,"
Waidhofen ",,275 K €,Free transfer
"Jul 12, 2007",Jurica Puljiz,27,Centre-Back,Croatia,"
SCR Altach ", Bundesliga ,"
Zorya Lugansk ",,150 K €,Free transfer
"Jul 12, 2007",Herfried Sabitzer,37,Centre-Forward,Austria,"
St. Peter/J. ", Austria		,"
Lockenhaus ",,150 K €,Free transfer
"Jul 12, 2007",Harald Planer,28,Goalkeeper,Austria,"
FC Wacker ", Bundesliga ,"
FC Kufstein ",,200 K €,Free transfer
"Jul 12, 2007",Gert Zöhrer,31,Centre-Forward,Austria,"
Altenstadt ", Austria		,"
Feldkirch ",,75 K €,Free transfer
"Jul 12, 2007",Valerio Balaskovic,31,Midfielder,Croatia,"
Medjimurje ", 1.HNL ,"
NK Zadar  ",,150 K €,Free transfer
"Jul 12, 2007",Balázs Nikolov,30,Left-Back,Hungary,"
HamKam ", OBOS-ligaen ,"
ETO FC Győr  ",,400 K €,Free transfer
"Jul 12, 2007",Michael Vonbrül,30,Central Midfield,Austria,"
Nenzing ", Vorarlbergliga ,"
Feldkirch ",,75 K €,Free transfer
"Jul 12, 2007",Roland Kuen,28,Midfielder,Austria,"
SK St. Johann ", Tiroler Liga ,"
FC Kufstein ",,50 K €,Free transfer
"Jul 12, 2007",Tiago Bernardini,27,Centre-Back,Brazil,"
Slovácko ", FNL ,"
SCR Altach ",,700 K €,Free transfer
"Jul 12, 2007",Leonardo Colucci,34,Central Midfield,Italy,"
Cagliari Calcio ", Serie A ,"
Cremonese ",,650 K €,?
"Jul 12, 2007",Ivan Elez,25,Left-Back,Croatia,"
Slaven Belupo ", 1.HNL ,"
NK Zadar  ",,280 K €,?
"Jul 12, 2007",Krunoslav Jambrusic,23,Right Winger,Croatia,"
Slaven Belupo ", 1.HNL ,"
HNK Sibenik ",,400 K €,?
"Jul 12, 2007",Matija Stefancic,26,Left Winger,Croatia,"
Medjimurje ", 1.HNL ,"
NK Zadar  ",,200 K €,?
"Jul 13, 2007",Carlos Alberto,22,Attacking Midfield,Brazil,"
Fluminense ", Série A ,"
Werder Bremen ",,"7,50 mil. €","7,80 mil. €"
"Jul 13, 2007",Michael Chopra,23,Centre-Forward,England,"
Cardiff ", Championship ,"
Sunderland ",,"1,25 mil. €","7,50 mil. €"
"Jul 13, 2007",Paul Konchesky,26,Left-Back,England,"
West Ham ", Premier League ,"
Fulham ",,"3,70 mil. €","4,00 mil. €"
"Jul 13, 2007",Per Nilsson,24,Centre-Back,Sweden,"
Odds BK ", Eliteserien ,"
TSG Hoffenheim ",,300 K €,"1,90 mil. €"
"Jul 13, 2007",Alexander Ziervogel,26,Left Winger,Austria,"
TSV Hartberg ", Regional League Central ,"
SKN St. Pölten ",,150 K €,Free transfer
"Jul 13, 2007",Serkan Özdemir,31,Right Winger,Turkey,"
Diyarbakirspor ", 1.Lig ,"
Eskisehirspor ",,"1,20 mil. €",Free transfer
"Jul 13, 2007",Gerhard Fellner,37,Centre-Back,Austria,"
LASK ", Bundesliga ,"
Vienna ",,50 K €,Free transfer
"Jul 13, 2007",Pascal Ortner,26,Right Midfield,Austria,"
LASK ", Bundesliga ,"
Vienna ",,150 K €,Free transfer
"Jul 13, 2007",Onur Akyüz,21,Goalkeeper,Turkey,"
Artvin Hopaspor ", Turkey		,"
BAK FK ",,150 K €,Free transfer
"Jul 13, 2007",Doga Kaya,23,Central Midfield,Turkey,"
Genclerbirligi ", Süper Lig ,"
Eskisehirspor ",,200 K €,Free transfer
"Jul 13, 2007",Oladipupo Martins,24,Attacking Midfield,Nigeria,"
NEPA Lagos ", Nigeria		,"
Innsbrucker AC ",,200 K €,Free transfer
"Jul 13, 2007",Seyhan Cenk Tekelioglu,33,Goalkeeper,Turkey,"
Sakaryaspor ", 1.Lig ,"
Eskisehirspor ",,100 K €,Free transfer
"Jul 13, 2007",Özkan Karsli,29,Goalkeeper,Turkey,"
Zeytinburnuspor ", Turkey		,"
Akhisarspor ",,50 K €,?
"Jul 13, 2007",Coskun Birdal,33,Centre-Forward,Turkey,"
Antalyaspor ", 1.Lig ,"
Eskisehirspor ",,"1,00 mil. €",?
"Jul 13, 2007",Miljenko Mumlek,34,Central Midfield,Croatia,"
Slaven Belupo ", 1.HNL ,"
NK Varazdin ",,390 K €,?
"Jul 13, 2007",Umut Salginoglu,19,Left Midfield,Turkey,"
Merinosspor ", Turkey		,"
Balikesirspor ",,50 K €,?
"Jul 13, 2007",Chris Wingert,25,Left-Back,United States,"
Colorado ", MLS ,"
Salt Lake ",,300 K €,?
"Jul 13, 2007",Igor Cagalj,24,Centre-Back,Croatia,"
HNK Sibenik ", 1.HNL ,"
HNK Rijeka ",,150 K €,?
"Jul 14, 2007",Gelson Fernandes,20,Defensive Midfield,Switzerland,"
FC Sion ", Super League ,"
Man City ",,"1,00 mil. €","5,50 mil. €"
"Jul 14, 2007",Christian Schlauri,22,Centre-Back,Switzerland,"
Concordia ", Challenge League ,"
FC Schaffhausen ",,100 K €,Free transfer
"Jul 14, 2007",Lamberto Zauli,35,Attacking Midfield,Italy,"
Bologna ", Serie B ,"
Cremonese ",,"1,50 mil. €",?
"Jul 15, 2007",David Bellion,24,Centre-Forward,France,"
OGC Nice ", Ligue 1 ,"
G. Bordeaux ",,"2,50 mil. €","2,00 mil. €"
"Jul 15, 2007",Mathias Nagel,25,Goalkeeper,Austria,"
LASK ", Bundesliga ,"
Höchst ",,350 K €,Free transfer
"Jul 15, 2007",Amir Bradaric,32,Central Midfield,Austria,"
SC/ESV Parndorf ", 2. Liga ,"
Vorwärts Steyr ",,125 K €,Free transfer
"Jul 15, 2007",Bernhard Erkinger,27,Defender,Austria,"
FC Lustenau ", 2. Liga ,"
Juniors OÖ ",,100 K €,Free transfer
"Jul 15, 2007",Marcus Hanikel,24,Centre-Forward,Austria,"
SV Mattersburg ", Bundesliga ,"
Admira Wacker ",,350 K €,Free transfer
"Jul 15, 2007",Jiri Lenko,22,Left-Back,Czech Republic,"
Union Perg ", OÖ Liga ,"
Juniors OÖ ",,125 K €,Free transfer
"Jul 15, 2007",Edmir Adilovic,20,Right-Back,Austria,"
FC Kärnten ", 2. Liga ,"
SAK Klagenfurt ",,50 K €,Free transfer
"Jul 15, 2007",Marco Salvatore,21,Right-Back,Austria,"
Young Violets ", 2. Liga ,"
Vöcklabruck ",,100 K €,Free transfer
"Jul 15, 2007",Mersudin Jukic,22,Centre-Forward,Austria,"
LASK ", Bundesliga ,"
Gmunden ",,100 K €,Free transfer
"Jul 15, 2007",Burak Özgün,20,Centre-Forward,Austria,"
FC Lustenau ", 2. Liga ,"
Höchst ",,50 K €,Free transfer
"Jul 15, 2007",Martin Hilberger,28,Left Midfield,Austria,"
FC Kärnten II ", Regional League Central ,"
Viktring ",,50 K €,?
"Jul 16, 2007",Peter Odemwingie,26,Right Winger,Nigeria,"
LOSC Lille ", Ligue 1 ,"
Loko Moscow ",,"6,00 mil. €","10,00 mil. €"
"Jul 16, 2007",Kieran Richardson,22,Left-Back,England,"
Man Utd ", Premier League ,"
Sunderland ",,"5,00 mil. €","8,20 mil. €"
"Jul 16, 2007",Nikola Safaric,26,Central Midfield,Croatia,"
NK Varazdin ", 1.HNL ,"
HNK Rijeka ",,500 K €,140 K €
"Jul 16, 2007",Marko Kartelo,26,Centre-Back,Croatia,"
HNK Sibenik ", 1.HNL ,"
NK Zagreb ",,490 K €,25 K €
"Jul 16, 2007",Dietmar Berchtold,32,Central Midfield,Austria,"
Grazer AK 1902 ", Regional League Central ,"
Grödig ",,500 K €,Free transfer
"Jul 16, 2007",Robert Golemac,31,Centre-Back,Austria,"
A. Lustenau ", 2. Liga ,"
Eisenstadt ",,200 K €,Free transfer
"Jul 16, 2007",Stephen Jordan,25,Centre-Back,England,"
Man City ", Premier League ,"
Burnley ",,950 K €,Free transfer
"Jul 16, 2007",Jérôme Leroy,32,Attacking Midfield,France,"
FC Sochaux ", Ligue 1 ,"
Stade Rennais ",,"3,00 mil. €",Free transfer
"Jul 16, 2007",Sergen Yalcin,34,Attacking Midfield,Turkey,"
Turan Spor ", Turkey		,"
Eskisehirspor ",,"1,85 mil. €",Free transfer
"Jul 16, 2007",Levent Taskin,30,Goalkeeper,Turkey,"
Türk Telekom ", Turkey		,"
Mersin IY ",,250 K €,Free transfer
"Jul 16, 2007",Allan Smart,33,Centre-Forward,Scotland,"
Portadown ", Northern Ireland		,"
Burscough FC ",,300 K €,Free transfer
"Jul 16, 2007",Serkan Güney,25,Left-Back,Turkey,"
Sanliurfaspor  ", Turkey		,"
Giresunspor ",,500 K €,Free transfer
"Jul 16, 2007",Turgay Bahadir,23,Centre-Forward,Turkey,"
Schwanenstadt ", 2. Liga ,"
Kayserispor ",,175 K €,Free transfer
"Jul 16, 2007",Alexander Gruber,31,Centre-Back,Austria,"
FC Wacker ", Bundesliga ,"
Reichenau ",,400 K €,Free transfer
"Jul 16, 2007",Thomas Pfeilstöcker,29,Centre-Back,Austria,"
SV Kapfenberg ", 2. Liga ,"
Grödig ",,150 K €,Free transfer
"Jul 16, 2007",Vedran Jerkovic,26,Centre-Back,Austria,"
TSV Hartberg ", Regional League Central ,"
Eisenstadt ",,50 K €,Free transfer
"Jul 16, 2007",Alfred Oberlechner,36,Central Midfield,Austria,"
SG Saalfelden ", Austria		,"
SC Kirchberg ",,50 K €,Free transfer
"Jul 16, 2007",Markus Rainer,19,Right Midfield,Austria,"
Admira Wacker ", Regional League East ,"
Seekirchen ",,50 K €,Free transfer
"Jul 16, 2007",Alexandre Dorta Donizeti,32,Centre-Back,Brazil,"
SCR Altach ", Bundesliga ,"
Wiener SC ",,375 K €,Free transfer
"Jul 16, 2007",Cenk Isler,33,Centre-Forward,Turkey,"
K. Erciyesspor ", 1.Lig ,"
Antalyaspor ",,"2,00 mil. €",?
"Jul 16, 2007",Ugur Yasan,28,Attacking Midfield,Turkey,"
Kocaelispor ", 1.Lig ,"
Alanyaspor ",,50 K €,?
"Jul 16, 2007",Mario Krimbacher,25,Centre-Forward,Austria,"
Zell am See ", Salzburger Liga ,"
Bischofshofen ",,100 K €,?
"Jul 16, 2007",Claudio Megna,20,Right-Back,Italy,"
FC Winterthur ", Challenge League ,"
SC YF Juventus ",,75 K €,?
"Jul 16, 2007",Damir Djulic,24,Centre-Forward,Austria,"
Blau Weiss Linz ", OÖ Liga ,"
Reichenau ",,50 K €,?
"Jul 16, 2007",Fehmi Berk Saritas,23,Defensive Midfield,Turkey,"
Cizrespor 1972 ", Turkey		,"
Inegölspor ",,50 K €,?
"Jul 17, 2007",Mark González,23,Left Winger,Chile,"
Liverpool ", Premier League ,"
Real Betis ",,"3,50 mil. €","6,00 mil. €"
"Jul 17, 2007",Marlon Harewood,27,Centre-Forward,England,"
West Ham ", Premier League ,"
Aston Villa ",,"4,50 mil. €","5,50 mil. €"
"Jul 17, 2007",Stephen Elliott,23,Centre-Forward,Ireland,"
Sunderland ", Premier League ,"
Wolves ",,"1,00 mil. €",700 K €
"Jul 17, 2007",Ali Camdali,23,Defensive Midfield,Turkey,"
Leverkusen II ", Oberliga Nordrhein ,"
Kayserispor ",,150 K €,Free transfer
"Jul 17, 2007",Benjamin Sulimani,18,Centre-Forward,Austria,"
Grieskirchen ", Regional League Central ,"
SC/ESV Parndorf ",,50 K €,Free transfer
"Jul 17, 2007",Selim Akbulut,22,Centre-Back,Turkey,"
A.Sebatspor ", Turkey		,"
Trabzonspor ",,50 K €,?
"Jul 17, 2007",Burhan Coskun,25,Centre-Forward,Turkey,"
Samsunspor ", 1.Lig ,"
K. Erciyesspor ",,150 K €,?
"Jul 18, 2007",Nelson Rivas,24,Centre-Back,Colombia,"
River Plate ", Torneo Final ,"
Inter ",,"2,50 mil. €","7,50 mil. €"
"Jul 18, 2007",Gökhan Gönül,22,Right-Back,Turkey,"
Genclerbirligi ", Süper Lig ,"
Fenerbahce ",,100 K €,"1,40 mil. €"
"Jul 18, 2007",Goran Vujovic,20,Centre-Forward,Montenegro,"
Banat Zrenjanin ", Super liga Srbije ,"
Fehérvár ",,200 K €,100 K €
"Jul 18, 2007",Kenan Aslanoglu,25,Attacking Midfield,Turkey,"
Manisaspor ", Süper Lig ,"
Adana Demirspor ",,75 K €,Free transfer
"Jul 18, 2007",Ergün Cakir,24,Centre-Forward,Turkey,"
Almere City ", Keuken Kampioen Divisie ,"
Eyüpspor ",,75 K €,Free transfer
"Jul 18, 2007",Marko Radas,23,Centre-Back,Croatia,"
NK Istra ", 2.HNL ,"
Cibalia ",,250 K €,Free transfer
"Jul 18, 2007",Fabiano,21,Second Striker,Brazil,"
Ponte Preta ", Brazil		,"
Rapid Vienna ",,50 K €,Free transfer
"Jul 18, 2007",Christian Terlizzi,27,Centre-Back,Italy,"
Sampdoria ", Serie A ,"
Catania ",,"4,00 mil. €",?
"Jul 18, 2007",Mutlu Akca,23,Defender,Turkey,"
Orduspor ", 1.Lig ,"
Mersin IY ",,50 K €,?
"Jul 18, 2007",Eray Acikgöz,22,Right-Back,Turkey,"
C. Rizespor ", Süper Lig ,"
Sakaryaspor ",,75 K €,?
"Jul 19, 2007",Lee Cook,24,Left Winger,England,"
QPR ", Championship ,"
Fulham ",,800 K €,"3,75 mil. €"
"Jul 19, 2007",Grégory Bourillon,23,Centre-Back,France,"
Stade Rennais ", Ligue 1 ,"
Paris SG ",,"3,50 mil. €","3,50 mil. €"
"Jul 19, 2007",Édgar Barreto,23,Central Midfield,Paraguay,"
NEC Nijmegen ", Eredivisie ,"
Reggina ",,"2,60 mil. €","2,00 mil. €"
"Jul 19, 2007",Daniel Baier,23,Defensive Midfield,Germany,"
1860 Munich ", 2. Bundesliga ,"
VfL Wolfsburg ",,750 K €,450 K €
"Jul 19, 2007",Lee Hendrie,30,Left Midfield,England,"
Aston Villa ", Premier League ,"
Sheffield Utd. ",,"2,10 mil. €",Free transfer
"Jul 19, 2007",Sergio Bastida,27,Central Midfield,Argentina,"
Nea Salamis ", First Division ,"
FC Aarau ",,700 K €,Free transfer
"Jul 19, 2007",Tommy Miller,28,Central Midfield,England,"
Sunderland ", Premier League ,"
Ipswich ",,850 K €,Free transfer
"Jul 19, 2007",Kenan Hasagic,27,Goalkeeper,Bosnia-Herzegovina,"
Gaziantepspor ", Süper Lig ,"
Basaksehir ",,"2,50 mil. €",Free transfer
"Jul 19, 2007",Allyson,25,Centre-Back,Brazil,"
Náutico ", Série A ,"
Denizlispor ",,750 K €,Free transfer
"Jul 19, 2007",Murat Erdogan,30,Central Midfield,Turkey,"
Sakaryaspor ", 1.Lig ,"
Ankaragücü ",,"2,00 mil. €",?
"Jul 19, 2007",Engin Öztonga,28,Central Midfield,Turkey,"
Gaziantepspor ", Süper Lig ,"
Eskisehirspor ",,450 K €,?
"Jul 19, 2007",Luigi Lavecchia,25,Right Midfield,Italy,"
ACR Messina ", Serie B ,"
Bologna ",,900 K €,?
"Jul 19, 2007",Alejandro Varela,33,Right-Back,Spain,"
Ciudad Murcia ", Spain		,"
Orihuela CF ",,800 K €,?
"Jul 19, 2007",Mustafa Özkaya,20,Attacking Midfield,Turkey,"
Antalyaspor ", 1.Lig ,"
Inegölspor ",,25 K €,?
"Jul 20, 2007",Heidar Helguson,29,Centre-Forward,Iceland,"
Fulham ", Premier League ,"
Bolton ",,"1,20 mil. €","2,85 mil. €"
"Jul 20, 2007",David Nielsen,30,Centre-Forward,Denmark,"
Start ", Eliteserien ,"
Odense BK ",,300 K €,125 K €
"Jul 20, 2007",Jerzy Dudek,34,Goalkeeper,Poland,"
Liverpool ", Premier League ,"
Real Madrid ",,"1,96 mil. €",Free transfer
"Jul 20, 2007",Abdullah Boz,27,Central Midfield,Turkey,"
Hatayspor ", Turkey		,"
Maltepespor ",,200 K €,Free transfer
"Jul 20, 2007",Dusko Ostojic,23,Defensive Midfield,Bosnia-Herzegovina,"
SC Buochs ", 2. Liga Inter - Gr. 3 ,"
FC Emmenbrücke ",,50 K €,Free transfer
"Jul 20, 2007",Leonel Ríos,24,Right Midfield,Argentina,"
CA Rosario ", Torneo Final ,"
Vélez Sarsfield ",,250 K €,Free transfer
"Jul 20, 2007",Gergely Rudolf,22,Centre-Forward,Hungary,"
AS Nancy ", Ligue 1 ,"
Debrecen ",,250 K €,Free transfer
"Jul 20, 2007",Carlo Mammarella,25,Left-Back,Italy,"
Grosseto ", Serie B ,"
Salernitana ",,125 K €,Free transfer
"Jul 20, 2007",Fabrizio Bullo,29,Midfielder,Switzerland,"
FC Lugano ", Challenge League ,"
FC Locarno ",,100 K €,?
"Jul 20, 2007",Guillermo Imhoff,24,Centre-Back,Argentina,"
CA Colón ", Torneo Final ,"
FC Wacker ",,200 K €,?
"Jul 21, 2007",Rod Fanni,25,Right-Back,France,"
OGC Nice ", Ligue 1 ,"
Stade Rennais ",,"2,50 mil. €","3,50 mil. €"
"Jul 21, 2007",Balázs Kiskapusi,31,Centre-Back,Hungary,"
Jászapáti VSE ", Hungary		,"
Vecsés ",,50 K €,Free transfer
"Jul 21, 2007",Lek Kcira,24,Centre-Back,Croatia,"
Gornik Leczna ", Poland		,"
NK Varazdin ",,50 K €,Free transfer
"Jul 21, 2007",Simone Marini,25,Centre-Forward,Italy,"
Nuorese ", Italy		,"
Juve Stabia ",,200 K €,?
"Jul 22, 2007",Nicolas Maurice-Belay,22,Left Winger,France,"
Monaco ", Ligue 1 ,"
FC Sochaux ",,"1,20 mil. €","1,50 mil. €"
"Jul 22, 2007",Henri Bedimo,23,Left-Back,Cameroon,"
AC Le Havre ", Ligue 2 ,"
LB Châteauroux ",,800 K €,Free transfer
"Jul 22, 2007",Christos Kalogerakis,22,Goalkeeper,Greece,"
Apollon Pontou ", Super League 1 ,"
PAONE ",,150 K €,Free transfer
"Jul 22, 2007",Vitali Lanko,30,Centre-Forward,Belarus,"
Spartak Nalchik ", Premier Liga ,"
Luch ",,850 K €,Free transfer
"Jul 23, 2007",Cristian Ledesma,28,Central Midfield,Argentina,"
San Lorenzo ", Torneo Final ,"
Olympiacos ",,"1,75 mil. €","1,70 mil. €"
"Jul 23, 2007",Alexander Laas,23,Left Midfield,Germany,"
Hamburger SV ", Bundesliga ,"
VfL Wolfsburg ",,"1,40 mil. €","1,50 mil. €"
"Jul 23, 2007",Dominic Hassler,26,Centre-Forward,Austria,"
Grazer AK 1902 ", Regional League Central ,"
FC Gratkorn ",,275 K €,Free transfer
"Jul 23, 2007",Ufuk Ates,28,Centre-Forward,Turkey,"
Basaksehir ", Süper Lig ,"
Antalyaspor ",,500 K €,Free transfer
"Jul 23, 2007",Yasin Karaca,23,Left Midfield,Turkey,"
Ethn. Asteras ", Football League ,"
Sivasspor ",,500 K €,Free transfer
"Jul 23, 2007",Jamie Slabber,22,Centre-Forward,England,"
Stevenage ", England		,"
Havant & Water. ",,125 K €,Free transfer
"Jul 23, 2007",Ivan Babic,23,Centre-Forward,Croatia,"
NK Istra ", 2.HNL ,"
Zvezda Irkutsk ",,190 K €,Free transfer
"Jul 23, 2007",Kemal Dulda,30,Centre-Back,Turkey,"
Yozgatspor AS ", Turkey		,"
K. Erciyesspor ",,350 K €,?
"Jul 23, 2007",Cihan Yilmaz,24,Attacking Midfield,Turkey,"
Without Club ",,"
Karsiyaka ",,50 K €,-
"Jul 24, 2007",Ciprian Marica,21,Centre-Forward,Romania,"
Shakhtar D. ", Premier Liga ,"
VfB Stuttgart ",,"5,00 mil. €","7,00 mil. €"
"Jul 24, 2007",Zoumana Camara,28,Centre-Back,France,"
Saint-Étienne ", Ligue 1 ,"
Paris SG ",,"4,50 mil. €","6,00 mil. €"
"Jul 24, 2007",Boubacar Sanogo,24,Centre-Forward,Cote d'Ivoire,"
Hamburger SV ", Bundesliga ,"
Werder Bremen ",,"4,00 mil. €","4,50 mil. €"
"Jul 24, 2007",Walter Gargano,23,Defensive Midfield,Uruguay,"
Danubio FC ", Uruguay		,"
SSC Napoli ",,"3,00 mil. €","3,20 mil. €"
"Jul 24, 2007",Carlitos,24,Left Midfield,Portugal,"
Benfica ", Liga NOS ,"
FC Basel ",,"1,00 mil. €","2,50 mil. €"
"Jul 24, 2007",Marcel Schäfer,23,Left-Back,Germany,"
1860 Munich ", 2. Bundesliga ,"
VfL Wolfsburg ",,800 K €,"1,20 mil. €"
"Jul 24, 2007",Jerzy Brzeczek,36,Central Midfield,Poland,"
FC Wacker ", Bundesliga ,"
Górnik Zabrze ",,350 K €,Free transfer
"Jul 24, 2007",Rodrigo Tello,27,Left Midfield,Chile,"
Sporting CP ", Liga NOS ,"
Besiktas ",,"1,75 mil. €",Free transfer
"Jul 24, 2007",Rüstü Recber,34,Goalkeeper,Turkey,"
Fenerbahce ", Süper Lig ,"
Besiktas ",,"1,50 mil. €",Free transfer
"Jul 24, 2007",Paul Butler,34,Centre-Back,Ireland,"
MK Dons ", League Two ,"
Chester City ",,"2,00 mil. €",Free transfer
"Jul 24, 2007",Fabián Carini,27,Goalkeeper,Uruguay,"
Inter ", Serie A ,"
Real Murcia ",,450 K €,Free transfer
"Jul 24, 2007",Khalid Sinouh,32,Goalkeeper,Morocco,"
AZ Alkmaar ", Eredivisie ,"
Kasimpasa ",,700 K €,?
"Jul 24, 2007",Emanuele Brioschi,32,Centre-Back,Italy,"
Bologna ", Serie B ,"
Cremonese ",,100 K €,?
"Jul 24, 2007",Ahmet Cagiran,29,Right-Back,Turkey,"
Denizlispor ", Süper Lig ,"
Karsiyaka ",,"1,25 mil. €",?
"Jul 24, 2007",Ivo Taborsky,22,Left Winger,Czech Republic,"
Slavia Prague ", Fortuna Liga ,"
Mladá Boleslav ",,200 K €,?
"Jul 24, 2007",Baris Özkan,29,Midfielder,Turkey,"
Türk Telekom ", Turkey		,"
Giresunspor ",,200 K €,?
"Jul 24, 2007",Ferit Karatas,26,Centre-Forward,Turkey,"
Mardinspor ", 1.Lig ,"
Mersin IY ",,90 K €,?
"Jul 25, 2007",Simon Vukcevic,21,Right Winger,Montenegro,"
Saturn ", Premier Liga ,"
Sporting CP ",,"3,30 mil. €","2,00 mil. €"
"Jul 25, 2007",Christopher Schorch,18,Centre-Back,Germany,"
Hertha BSC ", Bundesliga ,"
RM Castilla ",,250 K €,800 K €
"Jul 25, 2007",Erminio Rullo,23,Left-Back,Italy,"
Lecce ", Serie B ,"
SSC Napoli ",,"3,50 mil. €",700 K €
"Jul 25, 2007",Ardian Gashi,26,Central Midfield,Norway,"
SK Brann ", Eliteserien ,"
Fredrikstad ",,400 K €,625 K €
"Jul 25, 2007",Barbaros Barut,24,Defensive Midfield,Turkey,"
Greuther Fürth ", 2. Bundesliga ,"
Kasimpasa ",,300 K €,150 K €
"Jul 25, 2007",Jackie McNamara,33,Right-Back,Scotland,"
Wolves ", Championship ,"
Aberdeen FC ",,"2,40 mil. €",Free transfer
"Jul 25, 2007",György Szendrei,22,Central Midfield,Hungary,"
Hévíz SK ", Hungary		,"
Százhalombatta ",,120 K €,Free transfer
"Jul 25, 2007",Marcin Radzewicz,27,Left Midfield,Poland,"
Grodzisk ", Ekstraklasa ,"
Polonia Bytom ",,375 K €,Free transfer
"Jul 25, 2007",Serkan Turhan,28,Centre-Forward,Turkey,"
Adana Demirspor ", Turkey		,"
Turan Spor ",,100 K €,Free transfer
"Jul 25, 2007",Jin-kyu Kim,22,Centre-Back,"Korea, South","
Jeonnam Dragons ", K League 1 ,"
FC Seoul ",,850 K €,Free transfer
"Jul 25, 2007",Jonathan Téhoué,23,Centre-Forward,France,"
RWDM Brussels ", Jupiler Pro League ,"
Kasimpasa ",,250 K €,Free transfer
"Jul 25, 2007",Hüseyin Karakayis,32,Attacking Midfield,Turkey,"
Pendikspor  ", Turkey		,"
Beykozspor ",,950 K €,?
"Jul 25, 2007",Zafer Uysal,31,Left Midfield,Turkey,"
Usakspor ", Turkey		,"
Karsiyaka ",,750 K €,?
"Jul 25, 2007",Balázs Tóth,25,Defensive Midfield,Hungary,"
Malatyaspor ", 1.Lig ,"
KRC Genk ",,"1,00 mil. €",?
"Jul 25, 2007",Asen Karaslavov,27,Centre-Back,Bulgaria,"
Slavia Sofia ", Bulgaria		,"
Greuther Fürth ",,450 K €,?
"Jul 26, 2007",Luke Young,28,Right-Back,England,"
Charlton ", Championship ,"
Middlesbrough ",,"4,50 mil. €","3,75 mil. €"
"Jul 26, 2007",Paul McShane,21,Centre-Back,Ireland,"
West Brom ", Championship ,"
Sunderland ",,250 K €,"3,75 mil. €"
"Jul 26, 2007",Leon Barnett,21,Centre-Back,England,"
Luton ", League One ,"
West Brom ",,100 K €,"3,75 mil. €"
"Jul 26, 2007",Jan Simak,28,Attacking Midfield,Czech Republic,"
Sparta Praha ", Fortuna Liga ,"
Carl Zeiss Jena ",,"1,20 mil. €",300 K €
"Jul 26, 2007",Radoslaw Gilewicz,36,Centre-Forward,Poland,"
Juniors OÖ ", Austria		,"
Pol. Warsaw ",,350 K €,Free transfer
"Jul 26, 2007",Don Hutchison,36,Attacking Midfield,Scotland,"
Coventry ", Championship ,"
Luton ",,"1,25 mil. €",Free transfer
"Jul 26, 2007",Mahmut Hanefi Erdogdu,24,Left-Back,Turkey,"
Fenerbahce ", Süper Lig ,"
Orduspor ",,900 K €,Free transfer
"Jul 26, 2007",Xavi Moré,25,Right Winger,Spain,"
CD Castellón ", LaLiga2 ,"
Pontevedra ",,50 K €,Free transfer
"Jul 26, 2007",Manfred Pamminger,29,Defensive Midfield,Austria,"
Juniors OÖ ", Austria		,"
Schwanenstadt ",,350 K €,Free transfer
"Jul 26, 2007",Sebastian Johansson,26,Central Midfield,Sweden,"
Malatyaspor ", 1.Lig ,"
Halmstad ",,350 K €,Free transfer
"Jul 26, 2007",Yago Yao,27,Centre-Back,Equatorial Guinea,"
Celta de Vigo ", LaLiga2 ,"
Cádiz CF ",,300 K €,Free transfer
"Jul 26, 2007",Jürgen Csandl,19,Centre-Back,Austria,"
Juniors OÖ ", Austria		,"
Schwanenstadt ",,50 K €,Free transfer
"Jul 26, 2007",Peter Grander,20,Centre-Forward,Austria,"
SK St. Johann ", Tiroler Liga ,"
Schwanenstadt ",,50 K €,Free transfer
"Jul 26, 2007",Peter Urbanek,19,Left-Back,Austria,"
Weißkirchen ", OÖ Liga ,"
Schwanenstadt ",,50 K €,Free transfer
"Jul 26, 2007",Dusan Tesarik,31,Left Midfield,Czech Republic,"
1.FK Pribram ", FNL ,"
Banik Ostrava ",,450 K €,?
"Jul 27, 2007",Simon Walton,19,Central Midfield,England,"
Charlton ", Championship ,"
QPR ",,525 K €,300 K €
"Jul 27, 2007",Daniel Gramann,20,Centre-Back,Austria,"
TSV Hartberg ", Regional League Central ,"
SCR Altach ",,200 K €,8 K €
"Jul 27, 2007",Adem Dursun,27,Centre-Back,Turkey,"
Genclerbirligi ", Süper Lig ,"
K. Erciyesspor ",,"2,00 mil. €",Free transfer
"Jul 27, 2007",Tom Williams,27,Left-Back,Cyprus,"
Swansea ", League One ,"
Wycombe ",,200 K €,Free transfer
"Jul 27, 2007",Michael Winsauer,24,Centre-Back,Austria,"
FC Lustenau ", 2. Liga ,"
Schwanenstadt ",,50 K €,Free transfer
